"merge_id","company_name","report_year","llm_or_manual_id","llm_page","llm_year","llm_scope","llm_value","llm_unit","non_exp_1_id","non_exp_2_id","non_exp_1_is_value_correct","non_exp_2_is_value_correct","non_exp_1_corrected_value","non_exp_2_corrected_value","non_exp_1_is_unit_correct","non_exp_2_is_unit_correct","non_exp_1_corrected_unit","non_exp_2_corrected_unit","non_exp_1_is_page_correct","non_exp_2_is_page_correct","non_exp_1_corrected_page","non_exp_2_corrected_page","non_exp_1_expert_requested_for_rec","non_exp_2_expert_requested_for_rec","non_exp_1_expert_requested_for_doc","non_exp_2_expert_requested_for_doc","non_exp_1_metric_name","non_exp_2_metric_name","non_exp_1_display_type","non_exp_2_display_type","non_exp_filter_doc","non_exp_filter_rec","non_exp_1_value","non_exp_2_value","non_exp_1_unit","non_exp_2_unit","non_exp_1_page","non_exp_2_page","non_exp_1_value_reasoning","non_exp_2_value_reasoning","non_exp_1_unit_reasoning","non_exp_2_unit_reasoning","exp_group_1_exp_1_id","exp_group_1_exp_2_id","exp_group_1_value_who_is_right","exp_group_1_corrected_value","exp_group_1_value_reasoning","exp_group_1_unit_who_is_right","exp_group_1_corrected_unit","exp_group_1_unit_reasoning","exp_group_1_corrected_page","exp_group_2_exp_1_id","exp_group_2_exp_2_id","exp_group_2_value_who_is_right","exp_group_2_corrected_value","exp_group_2_value_reasoning","exp_group_2_unit_who_is_right","exp_group_2_corrected_unit","exp_group_2_unit_reasoning","exp_group_2_corrected_page","exp_group_filter_rec","exp_group_1_value","exp_group_2_value","exp_group_1_unit","exp_group_2_unit","exp_group_1_page","exp_group_2_page","exp_disc_value","exp_disc_unit","exp_disc_page"
1335,"chase corp","2020","746","32",2020,"2mb",4187,"MtCO2e",4,6,"Yes","Yes",NA,NA,"Yes","Yes",NA,NA,"Yes","Yes",NA,NA,"No","No","No","No","Scope 2 (market) — indirect","Scope 2 market - indirect","Table","Table","No","No",4187,4187,"MtCO2e","MtCO2e","32","32",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1336,"chase corp","2020","747",NA,2021,"2mb",NA,NA,4,6,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,"No","No","No","No",NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1337,"chase corp","2020","748",NA,2022,"2mb",NA,NA,4,6,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,"No","No","No","No",NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1338,"chase corp","2020","759",NA,2013,"3",NA,NA,4,6,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,"No","No","No","No",NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1339,"chase corp","2020","760",NA,2014,"3",NA,NA,4,6,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,"No","No","No","No",NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1340,"chase corp","2020","761",NA,2015,"3",NA,NA,4,6,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,"No","No","No","No",NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1341,"chase corp","2020","762",NA,2016,"3",NA,NA,4,6,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,"No","No","No","No",NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1342,"chase corp","2020","763","32",2017,"3",187020,"MtCO2e",4,6,"Yes","Yes",NA,NA,"Yes","Yes",NA,NA,"Yes","Yes",NA,NA,"No","No","No","No","Scope 3 (category 6 — business travel)","scope 3","Table","Table","No","No",187020,187020,"MtCO2e","MtCO2e","32","32",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1343,"chase corp","2020","764","32",2018,"3",176356,"MtCO2e",4,6,"Yes","Yes",NA,NA,"Yes","Yes",NA,NA,"Yes","Yes",NA,NA,"No","No","No","No","Scope 3 (category 6 — business travel)","scope 3","Table","Table","No","No",176356,176356,"MtCO2e","MtCO2e","32","32",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1344,"chase corp","2020","765","32",2019,"3",181004,"MtCO2e",4,6,"Yes","Yes",NA,NA,"Yes","Yes",NA,NA,"Yes","Yes",NA,NA,"No","No","No","No","Scope 3 (category 6 — business travel)","scope 3","Table","Table","No","No",181004,181004,"MtCO2e","MtCO2e","32","32",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1345,"chase corp","2020","766","29",2020,"3",36169,"MtCO2e",4,6,"Yes","Yes",NA,NA,"Yes","Yes",NA,NA,"Yes","Yes",NA,NA,"No","No","No","No","Scope 3 Other indirect emissions sources","scope 3","Illustration","Table","No","No",36169,36169,"MtCO2e","MtCO2e","29","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1346,"chase corp","2020","767","32",2020,"3",36169,"MtCO2e",4,6,"Yes","Yes",NA,NA,"Yes","Yes",NA,NA,"Yes","Yes",NA,NA,"No","No","No","No","Scope 3 (category 6 — business travel)","scope 3","Table","Table","No","No",36169,36169,"MtCO2e","MtCO2e","32","32",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1347,"chase corp","2020","768",NA,2021,"3",NA,NA,4,6,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,"No","No","No","No",NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1348,"chase corp","2020","769",NA,2022,"3",NA,NA,4,6,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,"No","No","No","No",NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1349,"chord energy corp","2020","564",NA,2013,"1",NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,"No","No","No","No",NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1350,"chord energy corp","2020","565",NA,2014,"1",NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,"No","No","No","No",NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1351,"chord energy corp","2020","566",NA,2015,"1",NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,"No","No","No","No",NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1352,"chord energy corp","2020","567",NA,2016,"1",NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,"No","No","No","No",NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1353,"chord energy corp","2020","568",NA,2017,"1",NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,"No","No","No","No",NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1354,"chord energy corp","2020","569",NA,2018,"1",NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,"No","No","No","No",NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1355,"chord energy corp","2020","570",NA,2019,"1",NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,"No","No","No","No",NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1356,"chord energy corp","2020","571",NA,2020,"1",NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,"No","No","No","No",NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1357,"chord energy corp","2020","572",NA,2021,"1",NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,"No","No","No","No",NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1358,"chord energy corp","2020","573",NA,2022,"1",NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,"No","No","No","No",NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1359,"chord energy corp","2020","584",NA,2013,"2lb",NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,"No","No","No","No",NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1360,"chord energy corp","2020","585",NA,2014,"2lb",NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,"No","No","No","No",NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1361,"chord energy corp","2020","586",NA,2015,"2lb",NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,"No","No","No","No",NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1362,"chord energy corp","2020","587",NA,2016,"2lb",NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,"No","No","No","No",NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1363,"chord energy corp","2020","588",NA,2017,"2lb",NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,"No","No","No","No",NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1364,"chord energy corp","2020","589",NA,2018,"2lb",NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,"No","No","No","No",NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1365,"chord energy corp","2020","590",NA,2019,"2lb",NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,"No","No","No","No",NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1366,"chord energy corp","2020","591",NA,2020,"2lb",NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,"No","No","No","No",NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1367,"chord energy corp","2020","592",NA,2021,"2lb",NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,"No","No","No","No",NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1368,"chord energy corp","2020","593",NA,2022,"2lb",NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,"No","No","No","No",NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1369,"chord energy corp","2020","574",NA,2013,"2mb",NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,"No","No","No","No",NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1370,"chord energy corp","2020","575",NA,2014,"2mb",NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,"No","No","No","No",NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1371,"chord energy corp","2020","576",NA,2015,"2mb",NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,"No","No","No","No",NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1372,"chord energy corp","2020","577",NA,2016,"2mb",NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,"No","No","No","No",NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1373,"chord energy corp","2020","578",NA,2017,"2mb",NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,"No","No","No","No",NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1374,"chord energy corp","2020","579",NA,2018,"2mb",NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,"No","No","No","No",NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1375,"chord energy corp","2020","580",NA,2019,"2mb",NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,"No","No","No","No",NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1376,"chord energy corp","2020","581",NA,2020,"2mb",NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,"No","No","No","No",NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1377,"chord energy corp","2020","582",NA,2021,"2mb",NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,"No","No","No","No",NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1378,"chord energy corp","2020","583",NA,2022,"2mb",NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,"No","No","No","No",NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1379,"chord energy corp","2020","594",NA,2013,"3",NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,"No","No","No","No",NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1380,"chord energy corp","2020","595",NA,2014,"3",NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,"No","No","No","No",NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1381,"chord energy corp","2020","596",NA,2015,"3",NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,"No","No","No","No",NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1382,"chord energy corp","2020","597",NA,2016,"3",NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,"No","No","No","No",NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1383,"chord energy corp","2020","598",NA,2017,"3",NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,"No","No","No","No",NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1384,"chord energy corp","2020","599",NA,2018,"3",NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,"No","No","No","No",NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1385,"chord energy corp","2020","600",NA,2019,"3",NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,"No","No","No","No",NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1386,"chord energy corp","2020","601",NA,2020,"3",NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,"No","No","No","No",NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1387,"chord energy corp","2020","602",NA,2021,"3",NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,"No","No","No","No",NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1388,"chord energy corp","2020","603",NA,2022,"3",NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,"No","No","No","No",NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1389,"city holding","2020","41",NA,2013,"1",NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,"No","No","No","Yes",NA,NA,NA,NA,"Yes","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,13,NA,NA,NA,NA,NA,NA,NA,11,14,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
1390,"city holding","2020","42",NA,2014,"1",NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,"No","No","No","Yes",NA,NA,NA,NA,"Yes","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,13,NA,NA,NA,NA,NA,NA,NA,11,14,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
1391,"city holding","2020","43",NA,2015,"1",NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,"No","No","No","Yes",NA,NA,NA,NA,"Yes","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,13,NA,NA,NA,NA,NA,NA,NA,11,14,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
1392,"city holding","2020","44",NA,2016,"1",NA,NA,3,1,"No","No",1975,1975,"No","No","Metric tons of CO2e","Metric tons of CO2e","No","No","61",61,"Yes","No","No","Yes","Scope 1","Scope 1","Graphic","Graphic","Yes","Yes",1975,1975,"Metric tons of CO2e","Metric tons of CO2e","61","61","0. Missed out on correct value (false NA)","0. Missed out on correct value (false NA)","0. Missed out on correct value (false NA)","0. Missed out on correct value (false NA)",12,13,"Ann1",NA,NA,"Ann1",NA,NA,NA,11,14,"Ann1",NA,NA,"Ann1",NA,NA,NA,FALSE,1975,1975,"Metric tons of CO2e","Metric tons of CO2e","61","61",NA,NA,NA
1393,"city holding","2020","45",NA,2017,"1",NA,NA,3,1,"No","No",2864,2864,"No","No","Metric tons of CO2e","Metric tons of CO2e","No","No","61",61,"Yes","No","No","Yes","Scope 1","Scope 1","Graphic","Graphic","Yes","Yes",2864,2864,"Metric tons of CO2e","Metric tons of CO2e","61","61","0. Missed out on correct value (false NA)","0. Missed out on correct value (false NA)","0. Missed out on correct value (false NA)","0. Missed out on correct value (false NA)",12,13,"Ann1",NA,NA,"Ann1",NA,NA,NA,11,14,"Ann1",NA,NA,"Ann1",NA,NA,NA,FALSE,2864,2864,"Metric tons of CO2e","Metric tons of CO2e","61","61",NA,NA,NA
